Sample Name,Cell type,Label
mouse2_lib1.final_cell_0289,gamma,8
mouse2_lib1.final_cell_0290,endothelial,7
mouse2_lib1.final_cell_0291,beta,4
mouse2_lib1.final_cell_0292,activated_stellate,2
mouse2_lib1.final_cell_0293,alpha,3
mouse2_lib1.final_cell_0294,quiescent_stellate,11
mouse2_lib1.final_cell_0295,beta,4
mouse2_lib1.final_cell_0296,delta,5
mouse2_lib1.final_cell_0297,beta,4
mouse2_lib1.final_cell_0298,endothelial,7
mouse2_lib1.final_cell_0299,beta,4
mouse2_lib1.final_cell_0300,beta,4
mouse2_lib1.final_cell_0301,B_cell,0
mouse2_lib1.final_cell_0302,activated_stellate,2
mouse2_lib1.final_cell_0303,macrophage,10
mouse2_lib1.final_cell_0304,alpha,3
mouse2_lib1.final_cell_0305,endothelial,7
mouse2_lib1.final_cell_0306,macrophage,10
mouse2_lib1.final_cell_0307,beta,4
mouse2_lib1.final_cell_0308,delta,5
mouse2_lib1.final_cell_0309,beta,4
mouse2_lib1.final_cell_0310,delta,5
mouse2_lib1.final_cell_0311,delta,5
mouse2_lib1.final_cell_0312,beta,4
mouse2_lib1.final_cell_0313,beta,4
mouse2_lib1.final_cell_0314,beta,4
mouse2_lib1.final_cell_0315,delta,5
mouse2_lib1.final_cell_0316,beta,4
mouse2_lib1.final_cell_0317,quiescent_stellate,11
mouse2_lib1.final_cell_0318,B_cell,0
mouse2_lib1.final_cell_0319,endothelial,7
mouse2_lib1.final_cell_0320,endothelial,7
mouse2_lib2.final_cell_0001,beta,4
mouse2_lib2.final_cell_0002,beta,4
mouse2_lib2.final_cell_0003,beta,4
mouse2_lib2.final_cell_0004,delta,5
mouse2_lib2.final_cell_0005,beta,4
mouse2_lib2.final_cell_0006,beta,4
mouse2_lib2.final_cell_0007,ductal,6
mouse2_lib2.final_cell_0008,beta,4
mouse2_lib2.final_cell_0009,beta,4
mouse2_lib2.final_cell_0010,beta,4
mouse2_lib2.final_cell_0011,beta,4
mouse2_lib2.final_cell_0012,beta,4
mouse2_lib2.final_cell_0013,gamma,8
mouse2_lib2.final_cell_0014,beta,4
mouse2_lib2.final_cell_0015,alpha,3
mouse2_lib2.final_cell_0016,beta,4
mouse2_lib2.final_cell_0017,beta,4
mouse2_lib2.final_cell_0018,beta,4
mouse2_lib2.final_cell_0019,beta,4
mouse2_lib2.final_cell_0020,beta,4
mouse2_lib2.final_cell_0021,ductal,6
mouse2_lib2.final_cell_0022,alpha,3
mouse2_lib2.final_cell_0023,alpha,3
mouse2_lib2.final_cell_0024,beta,4
mouse2_lib2.final_cell_0025,alpha,3
mouse2_lib2.final_cell_0026,delta,5
mouse2_lib2.final_cell_0027,beta,4
mouse2_lib2.final_cell_0028,alpha,3
mouse2_lib2.final_cell_0029,beta,4
mouse2_lib2.final_cell_0030,delta,5
mouse2_lib2.final_cell_0031,alpha,3
mouse2_lib2.final_cell_0032,beta,4
mouse2_lib2.final_cell_0033,beta,4
mouse2_lib2.final_cell_0034,alpha,3
mouse2_lib2.final_cell_0035,delta,5
mouse2_lib2.final_cell_0036,alpha,3
mouse2_lib2.final_cell_0037,beta,4
mouse2_lib2.final_cell_0038,beta,4
mouse2_lib2.final_cell_0039,beta,4
mouse2_lib2.final_cell_0040,gamma,8
mouse2_lib2.final_cell_0041,gamma,8
mouse2_lib2.final_cell_0042,beta,4
mouse2_lib2.final_cell_0043,beta,4
mouse2_lib2.final_cell_0044,beta,4
mouse2_lib2.final_cell_0045,beta,4
mouse2_lib2.final_cell_0046,delta,5
mouse2_lib2.final_cell_0047,beta,4
mouse2_lib2.final_cell_0048,alpha,3
mouse2_lib2.final_cell_0049,beta,4
mouse2_lib2.final_cell_0050,alpha,3
mouse2_lib2.final_cell_0051,alpha,3
mouse2_lib2.final_cell_0052,alpha,3
mouse2_lib2.final_cell_0053,beta,4
mouse2_lib2.final_cell_0054,delta,5
mouse2_lib2.final_cell_0055,delta,5
mouse2_lib2.final_cell_0056,beta,4
mouse2_lib2.final_cell_0057,beta,4
mouse2_lib2.final_cell_0058,beta,4
mouse2_lib2.final_cell_0059,beta,4
mouse2_lib2.final_cell_0060,beta,4
mouse2_lib2.final_cell_0061,beta,4
mouse2_lib2.final_cell_0062,delta,5
mouse2_lib2.final_cell_0063,beta,4
mouse2_lib2.final_cell_0064,beta,4
mouse2_lib2.final_cell_0065,beta,4
mouse2_lib2.final_cell_0066,beta,4
mouse2_lib2.final_cell_0067,alpha,3
mouse2_lib2.final_cell_0068,delta,5
mouse2_lib2.final_cell_0069,beta,4
mouse2_lib2.final_cell_0070,delta,5
mouse2_lib2.final_cell_0071,beta,4
mouse2_lib2.final_cell_0072,beta,4
mouse2_lib2.final_cell_0073,beta,4
mouse2_lib2.final_cell_0074,beta,4
mouse2_lib2.final_cell_0075,beta,4
mouse2_lib2.final_cell_0076,delta,5
mouse2_lib2.final_cell_0077,beta,4
mouse2_lib2.final_cell_0078,beta,4
mouse2_lib2.final_cell_0079,delta,5
mouse2_lib2.final_cell_0080,schwann,12
mouse2_lib2.final_cell_0081,delta,5
mouse2_lib2.final_cell_0082,alpha,3
mouse2_lib2.final_cell_0083,delta,5
mouse2_lib2.final_cell_0084,beta,4
mouse2_lib2.final_cell_0085,delta,5
mouse2_lib2.final_cell_0086,delta,5
mouse2_lib2.final_cell_0087,beta,4
mouse2_lib2.final_cell_0088,delta,5
mouse2_lib2.final_cell_0089,delta,5
mouse2_lib2.final_cell_0090,beta,4
mouse2_lib2.final_cell_0091,alpha,3
mouse2_lib2.final_cell_0092,beta,4
mouse2_lib2.final_cell_0093,alpha,3
mouse2_lib2.final_cell_0094,alpha,3
mouse2_lib2.final_cell_0095,beta,4
mouse2_lib2.final_cell_0096,alpha,3
mouse2_lib2.final_cell_0097,beta,4
mouse2_lib2.final_cell_0098,gamma,8
mouse2_lib2.final_cell_0099,beta,4
mouse2_lib2.final_cell_0100,beta,4
mouse2_lib2.final_cell_0101,beta,4
mouse2_lib2.final_cell_0102,delta,5
mouse2_lib2.final_cell_0103,beta,4
mouse2_lib2.final_cell_0104,beta,4
mouse2_lib2.final_cell_0105,beta,4
mouse2_lib2.final_cell_0106,beta,4
mouse2_lib2.final_cell_0107,beta,4
mouse2_lib2.final_cell_0108,ductal,6
mouse2_lib2.final_cell_0109,beta,4
mouse2_lib2.final_cell_0110,beta,4
mouse2_lib2.final_cell_0111,delta,5
mouse2_lib2.final_cell_0112,alpha,3
mouse2_lib2.final_cell_0113,alpha,3
mouse2_lib2.final_cell_0114,beta,4
mouse2_lib2.final_cell_0115,endothelial,7
mouse2_lib2.final_cell_0116,alpha,3
mouse2_lib2.final_cell_0117,delta,5
mouse2_lib2.final_cell_0118,beta,4
mouse2_lib2.final_cell_0119,beta,4
mouse2_lib2.final_cell_0120,beta,4
mouse2_lib2.final_cell_0121,beta,4
mouse2_lib2.final_cell_0122,delta,5
mouse2_lib2.final_cell_0123,beta,4
mouse2_lib2.final_cell_0124,alpha,3
mouse2_lib2.final_cell_0125,beta,4
mouse2_lib2.final_cell_0126,beta,4
mouse2_lib2.final_cell_0127,beta,4
mouse2_lib2.final_cell_0128,beta,4
mouse2_lib2.final_cell_0129,beta,4
mouse2_lib2.final_cell_0130,alpha,3
mouse2_lib2.final_cell_0131,gamma,8
mouse2_lib2.final_cell_0132,beta,4
mouse2_lib2.final_cell_0133,beta,4
mouse2_lib2.final_cell_0134,beta,4
mouse2_lib2.final_cell_0135,alpha,3
mouse2_lib2.final_cell_0136,beta,4
mouse2_lib2.final_cell_0137,beta,4
mouse2_lib2.final_cell_0138,delta,5
mouse2_lib2.final_cell_0139,beta,4
mouse2_lib2.final_cell_0140,macrophage,10
mouse2_lib2.final_cell_0141,beta,4
mouse2_lib2.final_cell_0142,alpha,3
mouse2_lib2.final_cell_0143,alpha,3
mouse2_lib2.final_cell_0144,beta,4
mouse2_lib2.final_cell_0145,delta,5
mouse2_lib2.final_cell_0146,beta,4
mouse2_lib2.final_cell_0147,endothelial,7
mouse2_lib2.final_cell_0148,endothelial,7
mouse2_lib2.final_cell_0149,beta,4
mouse2_lib2.final_cell_0150,alpha,3
mouse2_lib2.final_cell_0151,beta,4
mouse2_lib2.final_cell_0152,beta,4
mouse2_lib2.final_cell_0153,beta,4
mouse2_lib2.final_cell_0154,beta,4
mouse2_lib2.final_cell_0155,beta,4
mouse2_lib2.final_cell_0156,beta,4
mouse2_lib2.final_cell_0157,beta,4
mouse2_lib2.final_cell_0158,beta,4
mouse2_lib2.final_cell_0159,alpha,3
mouse2_lib2.final_cell_0160,beta,4
mouse2_lib2.final_cell_0161,beta,4
mouse2_lib2.final_cell_0162,alpha,3
mouse2_lib2.final_cell_0163,delta,5
mouse2_lib2.final_cell_0164,beta,4
mouse2_lib2.final_cell_0165,delta,5
mouse2_lib2.final_cell_0166,beta,4
mouse2_lib2.final_cell_0167,endothelial,7
mouse2_lib2.final_cell_0168,beta,4
mouse2_lib2.final_cell_0169,gamma,8
mouse2_lib2.final_cell_0170,beta,4
mouse2_lib2.final_cell_0171,delta,5
mouse2_lib2.final_cell_0172,beta,4
mouse2_lib2.final_cell_0173,beta,4
mouse2_lib2.final_cell_0174,delta,5
mouse2_lib2.final_cell_0175,alpha,3
mouse2_lib2.final_cell_0176,beta,4
mouse2_lib2.final_cell_0177,delta,5
mouse2_lib2.final_cell_0178,beta,4
mouse2_lib2.final_cell_0179,beta,4
mouse2_lib2.final_cell_0180,alpha,3
mouse2_lib2.final_cell_0181,beta,4
mouse2_lib2.final_cell_0182,beta,4
mouse2_lib2.final_cell_0183,beta,4
mouse2_lib2.final_cell_0184,alpha,3
mouse2_lib2.final_cell_0185,delta,5
mouse2_lib2.final_cell_0186,endothelial,7
mouse2_lib2.final_cell_0187,beta,4
mouse2_lib2.final_cell_0188,ductal,6
mouse2_lib2.final_cell_0189,beta,4
mouse2_lib2.final_cell_0190,beta,4
mouse2_lib2.final_cell_0191,delta,5
mouse2_lib2.final_cell_0192,alpha,3
mouse2_lib2.final_cell_0193,beta,4
mouse2_lib2.final_cell_0194,beta,4
mouse2_lib2.final_cell_0195,alpha,3
mouse2_lib2.final_cell_0196,endothelial,7
mouse2_lib2.final_cell_0197,beta,4
mouse2_lib2.final_cell_0198,beta,4
mouse2_lib2.final_cell_0199,endothelial,7
mouse2_lib2.final_cell_0200,beta,4
mouse2_lib2.final_cell_0201,beta,4
mouse2_lib2.final_cell_0202,alpha,3
mouse2_lib2.final_cell_0203,alpha,3
mouse2_lib2.final_cell_0204,activated_stellate,2
mouse2_lib2.final_cell_0205,delta,5
mouse2_lib2.final_cell_0206,alpha,3
mouse2_lib2.final_cell_0207,beta,4
mouse2_lib2.final_cell_0208,ductal,6
mouse2_lib2.final_cell_0209,beta,4
mouse2_lib2.final_cell_0210,beta,4
mouse2_lib2.final_cell_0211,beta,4
mouse2_lib2.final_cell_0212,endothelial,7
mouse2_lib2.final_cell_0213,endothelial,7
mouse2_lib2.final_cell_0214,beta,4
mouse2_lib2.final_cell_0215,gamma,8
mouse2_lib2.final_cell_0216,beta,4
mouse2_lib2.final_cell_0217,quiescent_stellate,11
mouse2_lib2.final_cell_0218,beta,4
mouse2_lib2.final_cell_0219,gamma,8
mouse2_lib2.final_cell_0220,alpha,3
mouse2_lib2.final_cell_0221,beta,4
mouse2_lib2.final_cell_0222,delta,5
mouse2_lib2.final_cell_0223,ductal,6
mouse2_lib2.final_cell_0224,beta,4
mouse2_lib2.final_cell_0225,beta,4
mouse2_lib2.final_cell_0226,alpha,3
mouse2_lib2.final_cell_0227,beta,4
mouse2_lib2.final_cell_0228,alpha,3
mouse2_lib2.final_cell_0229,alpha,3
mouse2_lib2.final_cell_0230,beta,4
mouse2_lib2.final_cell_0231,beta,4
mouse2_lib2.final_cell_0232,macrophage,10
mouse2_lib2.final_cell_0233,beta,4
mouse2_lib2.final_cell_0234,beta,4
mouse2_lib2.final_cell_0235,ductal,6
mouse2_lib2.final_cell_0236,alpha,3
mouse2_lib2.final_cell_0237,macrophage,10
mouse2_lib2.final_cell_0238,delta,5
mouse2_lib2.final_cell_0239,endothelial,7
mouse2_lib2.final_cell_0240,alpha,3
mouse2_lib2.final_cell_0241,alpha,3
mouse2_lib2.final_cell_0242,delta,5
mouse2_lib2.final_cell_0243,alpha,3
mouse2_lib2.final_cell_0244,alpha,3
mouse2_lib2.final_cell_0245,beta,4
mouse2_lib2.final_cell_0246,delta,5
mouse2_lib2.final_cell_0247,endothelial,7
mouse2_lib2.final_cell_0248,beta,4
mouse2_lib2.final_cell_0249,activated_stellate,2
mouse2_lib2.final_cell_0250,beta,4
mouse2_lib2.final_cell_0251,endothelial,7
mouse2_lib2.final_cell_0252,activated_stellate,2
mouse2_lib2.final_cell_0253,beta,4
mouse2_lib2.final_cell_0254,beta,4
mouse2_lib2.final_cell_0255,alpha,3
mouse2_lib2.final_cell_0256,delta,5
mouse2_lib2.final_cell_0257,alpha,3
mouse2_lib2.final_cell_0258,beta,4
mouse2_lib2.final_cell_0259,beta,4
mouse2_lib2.final_cell_0260,alpha,3
mouse2_lib2.final_cell_0261,delta,5
mouse2_lib2.final_cell_0262,beta,4
mouse2_lib2.final_cell_0263,ductal,6
mouse2_lib2.final_cell_0264,macrophage,10
mouse2_lib2.final_cell_0265,beta,4
mouse2_lib2.final_cell_0266,beta,4
mouse2_lib2.final_cell_0267,B_cell,0
mouse2_lib2.final_cell_0268,beta,4
mouse2_lib2.final_cell_0269,endothelial,7
mouse2_lib2.final_cell_0270,endothelial,7
mouse2_lib2.final_cell_0271,endothelial,7
mouse2_lib2.final_cell_0272,alpha,3
mouse2_lib2.final_cell_0273,beta,4
mouse2_lib2.final_cell_0274,beta,4
mouse2_lib2.final_cell_0275,delta,5
mouse2_lib2.final_cell_0276,beta,4
mouse2_lib2.final_cell_0277,endothelial,7
mouse2_lib2.final_cell_0278,beta,4
mouse2_lib2.final_cell_0279,alpha,3
mouse2_lib2.final_cell_0280,beta,4
mouse2_lib2.final_cell_0281,endothelial,7
mouse2_lib2.final_cell_0282,alpha,3
mouse2_lib2.final_cell_0283,beta,4
mouse2_lib2.final_cell_0284,endothelial,7
mouse2_lib2.final_cell_0285,alpha,3
mouse2_lib2.final_cell_0286,delta,5
mouse2_lib2.final_cell_0287,beta,4
mouse2_lib2.final_cell_0288,beta,4
mouse2_lib2.final_cell_0289,beta,4
mouse2_lib2.final_cell_0290,delta,5
mouse2_lib2.final_cell_0291,quiescent_stellate,11
mouse2_lib2.final_cell_0292,beta,4
mouse2_lib2.final_cell_0293,alpha,3
mouse2_lib2.final_cell_0294,endothelial,7
mouse2_lib2.final_cell_0295,ductal,6
mouse2_lib2.final_cell_0296,beta,4
mouse2_lib2.final_cell_0297,beta,4
mouse2_lib2.final_cell_0298,T_cell,1
mouse2_lib2.final_cell_0299,endothelial,7
mouse2_lib2.final_cell_0300,beta,4
