Sample Name,Cell type,Label
human1_lib1.final_cell_0065,ductal,5
human1_lib1.final_cell_0066,acinar,0
human1_lib1.final_cell_0067,alpha,2
human1_lib1.final_cell_0068,beta,3
human1_lib1.final_cell_0069,delta,4
human1_lib1.final_cell_0070,alpha,2
human1_lib1.final_cell_0071,beta,3
human1_lib1.final_cell_0072,beta,3
human1_lib1.final_cell_0073,beta,3
human1_lib1.final_cell_0074,delta,4
human1_lib1.final_cell_0075,beta,3
human1_lib1.final_cell_0076,beta,3
human1_lib1.final_cell_0077,delta,4
human1_lib1.final_cell_0078,beta,3
human1_lib1.final_cell_0079,beta,3
human1_lib1.final_cell_0080,beta,3
human1_lib1.final_cell_0081,beta,3
human1_lib1.final_cell_0082,beta,3
human1_lib1.final_cell_0083,beta,3
human1_lib1.final_cell_0084,acinar,0
human1_lib1.final_cell_0085,activated_stellate,1
human1_lib1.final_cell_0086,delta,4
human1_lib1.final_cell_0087,delta,4
human1_lib1.final_cell_0088,beta,3
human1_lib1.final_cell_0089,beta,3
human1_lib1.final_cell_0090,beta,3
human1_lib1.final_cell_0091,beta,3
human1_lib1.final_cell_0092,beta,3
human1_lib1.final_cell_0093,beta,3
human1_lib1.final_cell_0094,beta,3
human1_lib1.final_cell_0095,beta,3
human1_lib1.final_cell_0096,beta,3
human1_lib1.final_cell_0097,beta,3
human1_lib1.final_cell_0098,delta,4
human1_lib1.final_cell_0099,delta,4
human1_lib1.final_cell_0100,beta,3
human1_lib1.final_cell_0101,delta,4
human1_lib1.final_cell_0102,alpha,2
human1_lib1.final_cell_0103,alpha,2
human1_lib1.final_cell_0104,delta,4
human1_lib1.final_cell_0105,beta,3
human1_lib1.final_cell_0106,beta,3
human1_lib1.final_cell_0107,beta,3
human1_lib1.final_cell_0108,beta,3
human1_lib1.final_cell_0109,acinar,0
human1_lib1.final_cell_0110,delta,4
human1_lib1.final_cell_0111,beta,3
human1_lib1.final_cell_0112,beta,3
human1_lib1.final_cell_0113,delta,4
human1_lib1.final_cell_0114,beta,3
human1_lib1.final_cell_0115,beta,3
human1_lib1.final_cell_0116,beta,3
human1_lib1.final_cell_0117,delta,4
human1_lib1.final_cell_0118,beta,3
human1_lib1.final_cell_0119,delta,4
human1_lib1.final_cell_0120,beta,3
human1_lib1.final_cell_0121,beta,3
human1_lib1.final_cell_0122,beta,3
human1_lib1.final_cell_0123,epsilon,7
human1_lib1.final_cell_0124,beta,3
human1_lib1.final_cell_0125,beta,3
human1_lib1.final_cell_0126,beta,3
human1_lib1.final_cell_0127,delta,4
human1_lib1.final_cell_0128,beta,3
human1_lib1.final_cell_0129,delta,4
human1_lib1.final_cell_0130,beta,3
human1_lib1.final_cell_0131,alpha,2
human1_lib1.final_cell_0132,alpha,2
human1_lib1.final_cell_0133,beta,3
human1_lib1.final_cell_0134,acinar,0
human1_lib1.final_cell_0135,alpha,2
human1_lib1.final_cell_0136,beta,3
human1_lib1.final_cell_0137,beta,3
human1_lib1.final_cell_0138,alpha,2
human1_lib1.final_cell_0139,beta,3
human1_lib1.final_cell_0140,delta,4
human1_lib1.final_cell_0141,beta,3
human1_lib1.final_cell_0142,beta,3
human1_lib1.final_cell_0143,beta,3
human1_lib1.final_cell_0144,beta,3
human1_lib1.final_cell_0145,beta,3
human1_lib1.final_cell_0146,delta,4
human1_lib1.final_cell_0147,beta,3
human1_lib1.final_cell_0148,ductal,5
human1_lib1.final_cell_0149,ductal,5
human1_lib1.final_cell_0150,beta,3
human1_lib1.final_cell_0151,beta,3
human1_lib1.final_cell_0152,beta,3
human1_lib1.final_cell_0153,beta,3
human1_lib1.final_cell_0154,delta,4
human1_lib1.final_cell_0155,beta,3
human1_lib1.final_cell_0156,activated_stellate,1
human1_lib1.final_cell_0157,beta,3
human1_lib1.final_cell_0158,beta,3
human1_lib1.final_cell_0159,alpha,2
human1_lib1.final_cell_0160,beta,3
human1_lib1.final_cell_0161,alpha,2
human1_lib1.final_cell_0162,beta,3
human1_lib1.final_cell_0163,gamma,8
human1_lib1.final_cell_0164,beta,3
human1_lib1.final_cell_0165,beta,3
human1_lib1.final_cell_0166,beta,3
human1_lib1.final_cell_0167,beta,3
human1_lib1.final_cell_0168,beta,3
human1_lib1.final_cell_0169,beta,3
human1_lib1.final_cell_0170,beta,3
human1_lib1.final_cell_0171,acinar,0
human1_lib1.final_cell_0172,beta,3
human1_lib1.final_cell_0173,acinar,0
human1_lib1.final_cell_0174,beta,3
human1_lib1.final_cell_0175,beta,3
human1_lib1.final_cell_0176,beta,3
human1_lib1.final_cell_0177,acinar,0
human1_lib1.final_cell_0178,delta,4
human1_lib1.final_cell_0179,beta,3
human1_lib1.final_cell_0180,delta,4
human1_lib1.final_cell_0181,beta,3
human1_lib1.final_cell_0182,acinar,0
human1_lib1.final_cell_0183,alpha,2
human1_lib1.final_cell_0184,beta,3
human1_lib1.final_cell_0185,alpha,2
human1_lib1.final_cell_0186,beta,3
human1_lib1.final_cell_0187,alpha,2
human1_lib1.final_cell_0188,endothelial,6
human1_lib1.final_cell_0189,beta,3
human1_lib1.final_cell_0190,beta,3
human1_lib1.final_cell_0191,alpha,2
human1_lib1.final_cell_0192,delta,4
human1_lib1.final_cell_0193,beta,3
human1_lib1.final_cell_0194,beta,3
human1_lib1.final_cell_0195,delta,4
human1_lib1.final_cell_0196,beta,3
human1_lib1.final_cell_0197,gamma,8
human1_lib1.final_cell_0198,alpha,2
human1_lib1.final_cell_0199,beta,3
human1_lib1.final_cell_0200,beta,3
human1_lib1.final_cell_0201,delta,4
human1_lib1.final_cell_0202,alpha,2
human1_lib1.final_cell_0203,ductal,5
human1_lib1.final_cell_0204,beta,3
human1_lib1.final_cell_0205,alpha,2
human1_lib1.final_cell_0206,beta,3
human1_lib1.final_cell_0207,ductal,5
human1_lib1.final_cell_0208,alpha,2
human1_lib1.final_cell_0209,ductal,5
human1_lib1.final_cell_0210,beta,3
human1_lib1.final_cell_0211,beta,3
human1_lib1.final_cell_0212,alpha,2
human1_lib1.final_cell_0213,beta,3
human1_lib1.final_cell_0214,beta,3
human1_lib1.final_cell_0215,quiescent_stellate,11
human1_lib1.final_cell_0216,ductal,5
human1_lib1.final_cell_0217,ductal,5
human1_lib1.final_cell_0218,endothelial,6
human1_lib1.final_cell_0219,activated_stellate,1
human1_lib1.final_cell_0220,beta,3
human1_lib1.final_cell_0221,delta,4
human1_lib1.final_cell_0222,gamma,8
human1_lib1.final_cell_0223,beta,3
human1_lib1.final_cell_0224,beta,3
human1_lib1.final_cell_0225,beta,3
human1_lib1.final_cell_0226,alpha,2
human1_lib1.final_cell_0227,beta,3
human1_lib1.final_cell_0228,beta,3
human1_lib1.final_cell_0229,delta,4
human1_lib1.final_cell_0230,ductal,5
human1_lib1.final_cell_0231,beta,3
human1_lib1.final_cell_0232,delta,4
human1_lib1.final_cell_0233,delta,4
human1_lib1.final_cell_0234,beta,3
human1_lib1.final_cell_0235,delta,4
human1_lib1.final_cell_0236,beta,3
human1_lib1.final_cell_0237,activated_stellate,1
human1_lib1.final_cell_0238,beta,3
human1_lib1.final_cell_0239,beta,3
human1_lib1.final_cell_0240,delta,4
human1_lib1.final_cell_0241,beta,3
human1_lib1.final_cell_0242,quiescent_stellate,11
human1_lib1.final_cell_0243,beta,3
human1_lib1.final_cell_0244,acinar,0
human1_lib1.final_cell_0245,alpha,2
human1_lib1.final_cell_0246,delta,4
human1_lib1.final_cell_0247,beta,3
human1_lib1.final_cell_0248,alpha,2
human1_lib1.final_cell_0249,beta,3
human1_lib1.final_cell_0250,endothelial,6
human1_lib1.final_cell_0251,delta,4
human1_lib1.final_cell_0252,delta,4
human1_lib1.final_cell_0253,beta,3
human1_lib1.final_cell_0254,beta,3
human1_lib1.final_cell_0255,delta,4
human1_lib1.final_cell_0256,gamma,8
human1_lib1.final_cell_0257,alpha,2
human1_lib1.final_cell_0258,beta,3
human1_lib1.final_cell_0259,beta,3
human1_lib1.final_cell_0260,beta,3
human1_lib1.final_cell_0261,ductal,5
human1_lib1.final_cell_0262,delta,4
human1_lib1.final_cell_0263,alpha,2
human1_lib1.final_cell_0264,beta,3
human1_lib1.final_cell_0265,gamma,8
human1_lib1.final_cell_0266,beta,3
human1_lib1.final_cell_0267,beta,3
human1_lib1.final_cell_0268,beta,3
human1_lib1.final_cell_0269,quiescent_stellate,11
human1_lib1.final_cell_0270,alpha,2
human1_lib1.final_cell_0271,delta,4
human1_lib1.final_cell_0272,alpha,2
human1_lib1.final_cell_0273,endothelial,6
human1_lib1.final_cell_0274,alpha,2
human1_lib1.final_cell_0275,delta,4
human1_lib1.final_cell_0276,beta,3
human1_lib1.final_cell_0277,gamma,8
human1_lib1.final_cell_0278,ductal,5
human1_lib1.final_cell_0279,alpha,2
human1_lib1.final_cell_0280,alpha,2
human1_lib1.final_cell_0281,delta,4
human1_lib1.final_cell_0282,beta,3
human1_lib1.final_cell_0283,beta,3
human1_lib1.final_cell_0284,ductal,5
human1_lib1.final_cell_0285,alpha,2
human1_lib1.final_cell_0286,beta,3
human1_lib1.final_cell_0287,delta,4
human1_lib1.final_cell_0288,macrophage,9
human1_lib1.final_cell_0289,endothelial,6
human1_lib1.final_cell_0290,beta,3
human1_lib1.final_cell_0291,beta,3
human1_lib1.final_cell_0292,beta,3
human1_lib1.final_cell_0293,beta,3
human1_lib1.final_cell_0294,beta,3
human1_lib1.final_cell_0295,beta,3
human1_lib1.final_cell_0296,beta,3
human1_lib1.final_cell_0297,beta,3
human1_lib1.final_cell_0298,beta,3
human1_lib1.final_cell_0299,beta,3
human1_lib1.final_cell_0300,beta,3
human1_lib1.final_cell_0301,gamma,8
human1_lib1.final_cell_0302,endothelial,6
human1_lib1.final_cell_0303,beta,3
human1_lib1.final_cell_0304,beta,3
human1_lib1.final_cell_0305,beta,3
human1_lib1.final_cell_0306,delta,4
human1_lib1.final_cell_0307,beta,3
human1_lib1.final_cell_0308,gamma,8
human1_lib1.final_cell_0309,epsilon,7
human1_lib1.final_cell_0310,delta,4
human1_lib1.final_cell_0311,beta,3
human1_lib1.final_cell_0312,beta,3
human1_lib1.final_cell_0313,gamma,8
human1_lib1.final_cell_0314,beta,3
human1_lib1.final_cell_0315,beta,3
human1_lib1.final_cell_0316,beta,3
human1_lib1.final_cell_0317,beta,3
human1_lib1.final_cell_0318,beta,3
human1_lib1.final_cell_0319,endothelial,6
human1_lib1.final_cell_0320,beta,3
human1_lib1.final_cell_0321,delta,4
human1_lib1.final_cell_0322,alpha,2
human1_lib1.final_cell_0323,epsilon,7
human1_lib1.final_cell_0324,alpha,2
human1_lib1.final_cell_0325,quiescent_stellate,11
human1_lib1.final_cell_0326,alpha,2
human1_lib1.final_cell_0327,alpha,2
human1_lib1.final_cell_0328,beta,3
human1_lib1.final_cell_0329,beta,3
human1_lib1.final_cell_0330,ductal,5
human1_lib1.final_cell_0331,beta,3
human1_lib1.final_cell_0332,alpha,2
human1_lib1.final_cell_0333,beta,3
human1_lib1.final_cell_0334,alpha,2
human1_lib1.final_cell_0335,beta,3
human1_lib1.final_cell_0336,beta,3
human1_lib1.final_cell_0337,delta,4
human1_lib1.final_cell_0338,delta,4
human1_lib1.final_cell_0339,beta,3
human1_lib1.final_cell_0340,beta,3
human1_lib1.final_cell_0341,beta,3
human1_lib1.final_cell_0342,ductal,5
human1_lib1.final_cell_0343,acinar,0
human1_lib1.final_cell_0344,beta,3
human1_lib1.final_cell_0345,alpha,2
human1_lib1.final_cell_0346,beta,3
human1_lib1.final_cell_0347,beta,3
human1_lib1.final_cell_0348,alpha,2
human1_lib1.final_cell_0349,beta,3
human1_lib1.final_cell_0350,quiescent_stellate,11
human1_lib1.final_cell_0351,beta,3
human1_lib1.final_cell_0352,gamma,8
human1_lib1.final_cell_0353,beta,3
human1_lib1.final_cell_0354,gamma,8
human1_lib1.final_cell_0355,endothelial,6
human1_lib1.final_cell_0356,beta,3
human1_lib1.final_cell_0357,alpha,2
human1_lib1.final_cell_0358,schwann,12
human1_lib1.final_cell_0359,beta,3
human1_lib1.final_cell_0360,quiescent_stellate,11
human1_lib1.final_cell_0361,endothelial,6
human1_lib1.final_cell_0362,gamma,8
human1_lib1.final_cell_0363,beta,3
human1_lib1.final_cell_0364,beta,3
human1_lib1.final_cell_0365,alpha,2
human1_lib1.final_cell_0366,alpha,2
human1_lib1.final_cell_0367,gamma,8
human1_lib1.final_cell_0368,beta,3
human1_lib1.final_cell_0369,beta,3
human1_lib1.final_cell_0370,delta,4
human1_lib1.final_cell_0371,acinar,0
human1_lib1.final_cell_0372,acinar,0
human1_lib1.final_cell_0373,gamma,8
human1_lib1.final_cell_0374,ductal,5
human1_lib1.final_cell_0375,ductal,5
human1_lib1.final_cell_0376,endothelial,6
human1_lib1.final_cell_0377,delta,4
human1_lib1.final_cell_0378,beta,3
human1_lib1.final_cell_0379,beta,3
human1_lib1.final_cell_0380,endothelial,6
human1_lib1.final_cell_0381,alpha,2
human1_lib1.final_cell_0382,acinar,0
human1_lib1.final_cell_0383,endothelial,6
human1_lib1.final_cell_0384,endothelial,6
human1_lib1.final_cell_0385,alpha,2
human1_lib1.final_cell_0386,beta,3
human1_lib1.final_cell_0387,beta,3
human1_lib1.final_cell_0388,gamma,8
human1_lib1.final_cell_0389,beta,3
human1_lib1.final_cell_0390,alpha,2
human1_lib1.final_cell_0391,beta,3
human1_lib1.final_cell_0392,beta,3
human1_lib1.final_cell_0393,beta,3
human1_lib1.final_cell_0394,beta,3
human1_lib1.final_cell_0395,beta,3
human1_lib1.final_cell_0396,delta,4
human1_lib1.final_cell_0397,beta,3
human1_lib1.final_cell_0398,quiescent_stellate,11
human1_lib1.final_cell_0399,activated_stellate,1
human1_lib1.final_cell_0400,beta,3
human1_lib1.final_cell_0401,alpha,2
human1_lib1.final_cell_0402,beta,3
human1_lib1.final_cell_0403,gamma,8
human1_lib1.final_cell_0404,quiescent_stellate,11
human1_lib1.final_cell_0405,beta,3
human1_lib1.final_cell_0406,alpha,2
human1_lib1.final_cell_0407,quiescent_stellate,11
human1_lib1.final_cell_0408,endothelial,6
human1_lib1.final_cell_0409,beta,3
human1_lib1.final_cell_0410,ductal,5
human1_lib1.final_cell_0411,endothelial,6
human1_lib1.final_cell_0412,ductal,5
human1_lib1.final_cell_0413,acinar,0
human1_lib1.final_cell_0414,alpha,2
human1_lib1.final_cell_0415,delta,4
human1_lib1.final_cell_0416,beta,3
human1_lib1.final_cell_0417,macrophage,9
human1_lib1.final_cell_0418,ductal,5
human1_lib1.final_cell_0419,endothelial,6
human1_lib1.final_cell_0420,endothelial,6
human1_lib1.final_cell_0421,gamma,8
human1_lib1.final_cell_0422,endothelial,6
human1_lib1.final_cell_0423,endothelial,6
human1_lib1.final_cell_0424,beta,3
human1_lib1.final_cell_0425,beta,3
human1_lib1.final_cell_0426,gamma,8
human1_lib1.final_cell_0427,beta,3
human1_lib1.final_cell_0428,mast,10
human1_lib1.final_cell_0429,beta,3
human1_lib1.final_cell_0430,endothelial,6
human1_lib1.final_cell_0431,gamma,8
human1_lib1.final_cell_0432,quiescent_stellate,11
human1_lib1.final_cell_0433,alpha,2
human1_lib1.final_cell_0434,beta,3
human1_lib1.final_cell_0435,alpha,2
human1_lib1.final_cell_0436,acinar,0
human1_lib1.final_cell_0437,ductal,5
human1_lib1.final_cell_0438,beta,3
human1_lib1.final_cell_0439,beta,3
human1_lib1.final_cell_0440,ductal,5
human1_lib1.final_cell_0441,beta,3
human1_lib1.final_cell_0442,beta,3
human1_lib1.final_cell_0443,ductal,5
human1_lib1.final_cell_0444,acinar,0
human1_lib1.final_cell_0445,endothelial,6
human1_lib1.final_cell_0446,beta,3
human1_lib1.final_cell_0447,beta,3
human1_lib1.final_cell_0448,beta,3
human1_lib1.final_cell_0449,ductal,5
human1_lib1.final_cell_0450,activated_stellate,1
human1_lib1.final_cell_0451,beta,3
human1_lib1.final_cell_0452,quiescent_stellate,11
human1_lib1.final_cell_0453,acinar,0
human1_lib1.final_cell_0454,gamma,8
human1_lib1.final_cell_0455,quiescent_stellate,11
human1_lib1.final_cell_0456,endothelial,6
human1_lib1.final_cell_0457,endothelial,6
human1_lib1.final_cell_0458,alpha,2
human1_lib1.final_cell_0459,quiescent_stellate,11
human1_lib1.final_cell_0460,beta,3
human1_lib1.final_cell_0461,acinar,0
human1_lib1.final_cell_0462,beta,3
human1_lib1.final_cell_0463,endothelial,6
human1_lib1.final_cell_0464,endothelial,6
human1_lib1.final_cell_0465,beta,3
human1_lib1.final_cell_0466,acinar,0
human1_lib1.final_cell_0467,delta,4
human1_lib1.final_cell_0468,beta,3
human1_lib1.final_cell_0469,beta,3
human1_lib1.final_cell_0470,beta,3
human1_lib1.final_cell_0471,beta,3
human1_lib1.final_cell_0472,beta,3
human1_lib1.final_cell_0473,beta,3
human1_lib1.final_cell_0474,beta,3
human1_lib1.final_cell_0475,beta,3
human1_lib1.final_cell_0476,gamma,8
human1_lib1.final_cell_0477,ductal,5
human1_lib1.final_cell_0478,beta,3
human1_lib1.final_cell_0479,gamma,8
human1_lib1.final_cell_0480,beta,3
human1_lib1.final_cell_0481,delta,4
human1_lib1.final_cell_0482,beta,3
human1_lib1.final_cell_0483,beta,3
human1_lib1.final_cell_0484,gamma,8
human1_lib1.final_cell_0485,quiescent_stellate,11
human1_lib1.final_cell_0486,delta,4
human1_lib1.final_cell_0487,beta,3
human1_lib1.final_cell_0488,delta,4
human1_lib1.final_cell_0489,quiescent_stellate,11
human1_lib1.final_cell_0490,delta,4
human1_lib1.final_cell_0491,beta,3
human1_lib1.final_cell_0492,alpha,2
human1_lib1.final_cell_0493,delta,4
human1_lib1.final_cell_0494,alpha,2
human1_lib1.final_cell_0495,quiescent_stellate,11
human1_lib1.final_cell_0496,quiescent_stellate,11
human1_lib1.final_cell_0497,beta,3
human1_lib1.final_cell_0498,endothelial,6
human1_lib1.final_cell_0499,endothelial,6
human1_lib1.final_cell_0500,activated_stellate,1
human1_lib1.final_cell_0501,beta,3
human1_lib1.final_cell_0502,alpha,2
human1_lib1.final_cell_0503,delta,4
human1_lib1.final_cell_0504,beta,3
human1_lib1.final_cell_0505,endothelial,6
human1_lib1.final_cell_0506,alpha,2
human1_lib1.final_cell_0507,quiescent_stellate,11
human1_lib1.final_cell_0508,beta,3
human1_lib1.final_cell_0509,endothelial,6
human1_lib1.final_cell_0510,activated_stellate,1
human1_lib1.final_cell_0511,gamma,8
human1_lib1.final_cell_0512,beta,3
human1_lib1.final_cell_0513,quiescent_stellate,11
human1_lib1.final_cell_0514,beta,3
human1_lib1.final_cell_0515,endothelial,6
human1_lib1.final_cell_0516,gamma,8
human1_lib1.final_cell_0517,beta,3
human1_lib1.final_cell_0518,beta,3
human1_lib1.final_cell_0519,alpha,2
human1_lib1.final_cell_0520,endothelial,6
human1_lib1.final_cell_0521,gamma,8
human1_lib1.final_cell_0522,beta,3
human1_lib1.final_cell_0523,beta,3
human1_lib1.final_cell_0524,beta,3
human1_lib1.final_cell_0525,beta,3
human1_lib1.final_cell_0526,endothelial,6
human1_lib1.final_cell_0527,mast,10
human1_lib1.final_cell_0528,beta,3
human1_lib1.final_cell_0529,beta,3
human1_lib1.final_cell_0530,endothelial,6
human1_lib1.final_cell_0531,beta,3
human1_lib1.final_cell_0532,endothelial,6
human1_lib1.final_cell_0533,beta,3
human1_lib1.final_cell_0534,endothelial,6
human1_lib1.final_cell_0535,beta,3
human1_lib1.final_cell_0536,quiescent_stellate,11
human1_lib1.final_cell_0537,endothelial,6
human1_lib1.final_cell_0538,endothelial,6
human1_lib1.final_cell_0539,beta,3
human1_lib1.final_cell_0540,endothelial,6
human1_lib1.final_cell_0541,quiescent_stellate,11
human1_lib1.final_cell_0542,beta,3
human1_lib1.final_cell_0543,alpha,2
human1_lib1.final_cell_0544,ductal,5
human1_lib1.final_cell_0545,endothelial,6
human1_lib1.final_cell_0546,beta,3
human1_lib1.final_cell_0547,beta,3
human1_lib1.final_cell_0548,endothelial,6
human1_lib1.final_cell_0549,beta,3
human1_lib1.final_cell_0550,beta,3
human1_lib1.final_cell_0551,beta,3
human1_lib1.final_cell_0552,endothelial,6
human1_lib1.final_cell_0553,macrophage,9
human1_lib1.final_cell_0554,endothelial,6
human1_lib1.final_cell_0555,ductal,5
human1_lib1.final_cell_0556,beta,3
human1_lib1.final_cell_0557,ductal,5
human1_lib1.final_cell_0558,endothelial,6
human1_lib1.final_cell_0559,quiescent_stellate,11
human1_lib1.final_cell_0560,beta,3
human1_lib1.final_cell_0561,endothelial,6
human1_lib1.final_cell_0562,endothelial,6
human1_lib1.final_cell_0563,beta,3
human1_lib1.final_cell_0564,endothelial,6
human1_lib1.final_cell_0565,endothelial,6
human1_lib1.final_cell_0566,alpha,2
human1_lib1.final_cell_0567,ductal,5
human1_lib1.final_cell_0568,beta,3
human1_lib2.final_cell_0001,delta,4
human1_lib2.final_cell_0002,delta,4
human1_lib2.final_cell_0003,delta,4
human1_lib2.final_cell_0004,acinar,0
human1_lib2.final_cell_0005,acinar,0
human1_lib2.final_cell_0006,acinar,0
human1_lib2.final_cell_0007,acinar,0
human1_lib2.final_cell_0008,delta,4
human1_lib2.final_cell_0009,acinar,0
human1_lib2.final_cell_0010,ductal,5
human1_lib2.final_cell_0011,alpha,2
human1_lib2.final_cell_0012,delta,4
human1_lib2.final_cell_0013,delta,4
human1_lib2.final_cell_0014,delta,4
human1_lib2.final_cell_0015,delta,4
human1_lib2.final_cell_0016,acinar,0
human1_lib2.final_cell_0017,beta,3
human1_lib2.final_cell_0018,acinar,0
human1_lib2.final_cell_0019,endothelial,6
human1_lib2.final_cell_0020,delta,4
human1_lib2.final_cell_0021,beta,3
human1_lib2.final_cell_0022,delta,4
human1_lib2.final_cell_0023,alpha,2
human1_lib2.final_cell_0024,ductal,5
human1_lib2.final_cell_0025,delta,4
human1_lib2.final_cell_0026,delta,4
human1_lib2.final_cell_0027,beta,3
human1_lib2.final_cell_0028,delta,4
human1_lib2.final_cell_0029,beta,3
human1_lib2.final_cell_0030,beta,3
human1_lib2.final_cell_0031,delta,4
human1_lib2.final_cell_0032,gamma,8
human1_lib2.final_cell_0033,beta,3
human1_lib2.final_cell_0034,delta,4
human1_lib2.final_cell_0035,beta,3
human1_lib2.final_cell_0036,delta,4
human1_lib2.final_cell_0037,beta,3
human1_lib2.final_cell_0038,alpha,2
human1_lib2.final_cell_0039,beta,3
human1_lib2.final_cell_0040,delta,4
human1_lib2.final_cell_0041,delta,4
human1_lib2.final_cell_0042,beta,3
human1_lib2.final_cell_0043,delta,4
human1_lib2.final_cell_0044,delta,4
human1_lib2.final_cell_0045,ductal,5
human1_lib2.final_cell_0046,beta,3
human1_lib2.final_cell_0047,delta,4
human1_lib2.final_cell_0048,delta,4
human1_lib2.final_cell_0049,alpha,2
human1_lib2.final_cell_0050,beta,3
human1_lib2.final_cell_0051,alpha,2
human1_lib2.final_cell_0052,alpha,2
human1_lib2.final_cell_0053,beta,3
human1_lib2.final_cell_0054,acinar,0
human1_lib2.final_cell_0055,beta,3
human1_lib2.final_cell_0056,beta,3
human1_lib2.final_cell_0057,beta,3
human1_lib2.final_cell_0058,delta,4
human1_lib2.final_cell_0059,activated_stellate,1
human1_lib2.final_cell_0060,beta,3
human1_lib2.final_cell_0061,beta,3
human1_lib2.final_cell_0062,beta,3
human1_lib2.final_cell_0063,delta,4
human1_lib2.final_cell_0064,beta,3
human1_lib2.final_cell_0065,alpha,2
human1_lib2.final_cell_0066,ductal,5
human1_lib2.final_cell_0067,acinar,0
human1_lib2.final_cell_0068,delta,4
human1_lib2.final_cell_0069,beta,3
human1_lib2.final_cell_0070,beta,3
human1_lib2.final_cell_0071,beta,3
human1_lib2.final_cell_0072,acinar,0
human1_lib2.final_cell_0073,beta,3
human1_lib2.final_cell_0074,delta,4
human1_lib2.final_cell_0075,beta,3
human1_lib2.final_cell_0076,beta,3
human1_lib2.final_cell_0077,beta,3
human1_lib2.final_cell_0078,delta,4
human1_lib2.final_cell_0079,delta,4
human1_lib2.final_cell_0080,beta,3
human1_lib2.final_cell_0081,delta,4
human1_lib2.final_cell_0082,beta,3
human1_lib2.final_cell_0083,beta,3
human1_lib2.final_cell_0084,beta,3
human1_lib2.final_cell_0085,beta,3
human1_lib2.final_cell_0086,beta,3
human1_lib2.final_cell_0087,beta,3
human1_lib2.final_cell_0088,acinar,0
human1_lib2.final_cell_0089,beta,3
human1_lib2.final_cell_0090,beta,3
human1_lib2.final_cell_0091,beta,3
human1_lib2.final_cell_0092,alpha,2
human1_lib2.final_cell_0093,endothelial,6
human1_lib2.final_cell_0094,beta,3
human1_lib2.final_cell_0095,delta,4
human1_lib2.final_cell_0096,beta,3
human1_lib2.final_cell_0097,delta,4
human1_lib2.final_cell_0098,beta,3
human1_lib2.final_cell_0099,delta,4
human1_lib2.final_cell_0100,beta,3
human1_lib2.final_cell_0101,beta,3
human1_lib2.final_cell_0102,delta,4
human1_lib2.final_cell_0103,ductal,5
human1_lib2.final_cell_0104,beta,3
human1_lib2.final_cell_0105,beta,3
human1_lib2.final_cell_0106,ductal,5
