Sample Name,Cell type,Label
mouse1_lib1.final_cell_0168,beta,4
mouse1_lib1.final_cell_0169,beta,4
mouse1_lib1.final_cell_0170,beta,4
mouse1_lib1.final_cell_0171,beta,4
mouse1_lib1.final_cell_0172,beta,4
mouse1_lib1.final_cell_0173,beta,4
mouse1_lib1.final_cell_0174,beta,4
mouse1_lib1.final_cell_0175,ductal,6
mouse1_lib1.final_cell_0176,ductal,6
mouse1_lib1.final_cell_0177,beta,4
mouse1_lib1.final_cell_0178,ductal,6
mouse1_lib1.final_cell_0179,beta,4
mouse1_lib1.final_cell_0180,beta,4
mouse1_lib1.final_cell_0181,beta,4
mouse1_lib1.final_cell_0182,endothelial,7
mouse1_lib1.final_cell_0183,ductal,6
mouse1_lib1.final_cell_0184,ductal,6
mouse1_lib1.final_cell_0185,ductal,6
mouse1_lib1.final_cell_0186,beta,4
mouse1_lib1.final_cell_0187,endothelial,7
mouse1_lib1.final_cell_0188,endothelial,7
mouse1_lib1.final_cell_0189,gamma,8
mouse1_lib1.final_cell_0190,beta,4
mouse1_lib1.final_cell_0191,beta,4
mouse1_lib1.final_cell_0192,ductal,6
mouse1_lib1.final_cell_0193,ductal,6
mouse1_lib1.final_cell_0194,ductal,6
mouse1_lib1.final_cell_0195,quiescent_stellate,11
mouse1_lib1.final_cell_0196,beta,4
mouse1_lib1.final_cell_0197,beta,4
mouse1_lib1.final_cell_0198,beta,4
mouse1_lib1.final_cell_0199,beta,4
mouse1_lib1.final_cell_0200,ductal,6
mouse1_lib1.final_cell_0201,ductal,6
mouse1_lib1.final_cell_0202,ductal,6
mouse1_lib1.final_cell_0203,endothelial,7
mouse1_lib1.final_cell_0204,endothelial,7
mouse1_lib1.final_cell_0205,delta,5
mouse1_lib1.final_cell_0206,beta,4
mouse1_lib1.final_cell_0207,quiescent_stellate,11
mouse1_lib1.final_cell_0208,endothelial,7
mouse1_lib1.final_cell_0209,beta,4
mouse1_lib1.final_cell_0210,ductal,6
mouse1_lib1.final_cell_0211,beta,4
mouse1_lib1.final_cell_0212,delta,5
mouse1_lib1.final_cell_0213,beta,4
mouse1_lib1.final_cell_0214,beta,4
mouse1_lib1.final_cell_0215,ductal,6
mouse1_lib1.final_cell_0216,beta,4
mouse1_lib1.final_cell_0217,delta,5
mouse1_lib1.final_cell_0218,beta,4
mouse1_lib1.final_cell_0219,beta,4
mouse1_lib1.final_cell_0220,delta,5
mouse1_lib1.final_cell_0221,ductal,6
mouse1_lib1.final_cell_0222,activated_stellate,2
mouse1_lib1.final_cell_0223,beta,4
mouse1_lib1.final_cell_0224,beta,4
mouse1_lib1.final_cell_0225,delta,5
mouse1_lib1.final_cell_0226,delta,5
mouse1_lib1.final_cell_0227,ductal,6
mouse1_lib1.final_cell_0228,gamma,8
mouse1_lib1.final_cell_0229,beta,4
mouse1_lib1.final_cell_0230,beta,4
mouse1_lib1.final_cell_0231,gamma,8
mouse1_lib1.final_cell_0232,ductal,6
mouse1_lib1.final_cell_0233,endothelial,7
mouse1_lib1.final_cell_0234,quiescent_stellate,11
mouse1_lib1.final_cell_0235,endothelial,7
mouse1_lib1.final_cell_0236,ductal,6
mouse1_lib1.final_cell_0237,quiescent_stellate,11
mouse1_lib1.final_cell_0238,ductal,6
mouse1_lib1.final_cell_0239,ductal,6
mouse1_lib1.final_cell_0240,beta,4
mouse1_lib1.final_cell_0241,beta,4
mouse1_lib1.final_cell_0242,delta,5
mouse1_lib1.final_cell_0243,beta,4
mouse1_lib1.final_cell_0244,ductal,6
mouse1_lib1.final_cell_0245,delta,5
mouse1_lib1.final_cell_0246,delta,5
mouse1_lib1.final_cell_0247,beta,4
mouse1_lib1.final_cell_0248,beta,4
mouse1_lib1.final_cell_0249,ductal,6
mouse1_lib1.final_cell_0250,ductal,6
mouse1_lib1.final_cell_0251,endothelial,7
mouse1_lib1.final_cell_0252,beta,4
mouse1_lib1.final_cell_0253,quiescent_stellate,11
mouse1_lib1.final_cell_0254,delta,5
mouse1_lib1.final_cell_0255,ductal,6
mouse1_lib1.final_cell_0256,ductal,6
mouse1_lib1.final_cell_0257,beta,4
mouse1_lib1.final_cell_0258,ductal,6
mouse1_lib1.final_cell_0259,beta,4
mouse1_lib1.final_cell_0260,ductal,6
mouse1_lib1.final_cell_0261,ductal,6
mouse1_lib1.final_cell_0262,ductal,6
mouse1_lib1.final_cell_0263,B_cell,0
mouse1_lib1.final_cell_0264,ductal,6
mouse1_lib1.final_cell_0265,T_cell,1
mouse1_lib1.final_cell_0266,ductal,6
mouse1_lib1.final_cell_0267,ductal,6
mouse1_lib1.final_cell_0268,beta,4
mouse1_lib1.final_cell_0269,ductal,6
mouse1_lib1.final_cell_0270,beta,4
mouse1_lib1.final_cell_0271,ductal,6
mouse1_lib1.final_cell_0272,ductal,6
mouse1_lib1.final_cell_0273,ductal,6
mouse1_lib1.final_cell_0274,ductal,6
mouse1_lib1.final_cell_0275,endothelial,7
mouse1_lib1.final_cell_0276,endothelial,7
mouse1_lib1.final_cell_0277,ductal,6
mouse1_lib2.final_cell_0001,beta,4
mouse1_lib2.final_cell_0002,schwann,12
mouse1_lib2.final_cell_0003,delta,5
mouse1_lib2.final_cell_0004,alpha,3
mouse1_lib2.final_cell_0005,beta,4
mouse1_lib2.final_cell_0006,beta,4
mouse1_lib2.final_cell_0007,ductal,6
mouse1_lib2.final_cell_0008,beta,4
mouse1_lib2.final_cell_0009,alpha,3
mouse1_lib2.final_cell_0010,schwann,12
mouse1_lib2.final_cell_0011,ductal,6
mouse1_lib2.final_cell_0012,ductal,6
mouse1_lib2.final_cell_0013,ductal,6
mouse1_lib2.final_cell_0014,quiescent_stellate,11
mouse1_lib2.final_cell_0015,beta,4
mouse1_lib2.final_cell_0016,ductal,6
mouse1_lib2.final_cell_0017,ductal,6
mouse1_lib2.final_cell_0018,endothelial,7
mouse1_lib2.final_cell_0019,beta,4
mouse1_lib2.final_cell_0020,ductal,6
mouse1_lib2.final_cell_0021,ductal,6
mouse1_lib2.final_cell_0022,ductal,6
mouse1_lib2.final_cell_0023,ductal,6
mouse1_lib2.final_cell_0024,ductal,6
mouse1_lib2.final_cell_0025,beta,4
mouse1_lib2.final_cell_0026,ductal,6
mouse1_lib2.final_cell_0027,ductal,6
mouse1_lib2.final_cell_0028,ductal,6
mouse1_lib2.final_cell_0029,ductal,6
mouse1_lib2.final_cell_0030,ductal,6
mouse1_lib2.final_cell_0031,endothelial,7
mouse1_lib2.final_cell_0032,beta,4
mouse1_lib2.final_cell_0033,beta,4
mouse1_lib2.final_cell_0034,beta,4
mouse1_lib2.final_cell_0035,endothelial,7
mouse1_lib2.final_cell_0036,ductal,6
mouse1_lib2.final_cell_0037,beta,4
mouse1_lib2.final_cell_0038,beta,4
mouse1_lib2.final_cell_0039,beta,4
mouse1_lib2.final_cell_0040,ductal,6
mouse1_lib2.final_cell_0041,beta,4
mouse1_lib2.final_cell_0042,beta,4
mouse1_lib2.final_cell_0043,ductal,6
mouse1_lib2.final_cell_0044,beta,4
mouse1_lib2.final_cell_0045,ductal,6
mouse1_lib2.final_cell_0046,endothelial,7
mouse1_lib2.final_cell_0047,ductal,6
mouse1_lib2.final_cell_0048,endothelial,7
mouse1_lib2.final_cell_0049,beta,4
mouse1_lib2.final_cell_0050,endothelial,7
mouse1_lib2.final_cell_0051,ductal,6
mouse1_lib2.final_cell_0052,ductal,6
mouse1_lib2.final_cell_0053,beta,4
mouse1_lib2.final_cell_0054,ductal,6
mouse1_lib2.final_cell_0055,endothelial,7
mouse1_lib2.final_cell_0056,endothelial,7
mouse1_lib2.final_cell_0057,immune_other,9
mouse1_lib2.final_cell_0058,beta,4
mouse1_lib2.final_cell_0059,ductal,6
mouse1_lib2.final_cell_0060,beta,4
mouse1_lib2.final_cell_0061,beta,4
mouse1_lib2.final_cell_0062,beta,4
mouse1_lib2.final_cell_0063,beta,4
mouse1_lib2.final_cell_0064,delta,5
mouse1_lib2.final_cell_0065,beta,4
mouse1_lib2.final_cell_0066,ductal,6
mouse1_lib2.final_cell_0067,beta,4
mouse1_lib2.final_cell_0068,ductal,6
mouse1_lib2.final_cell_0069,endothelial,7
mouse1_lib2.final_cell_0070,beta,4
mouse1_lib2.final_cell_0071,ductal,6
mouse1_lib2.final_cell_0072,ductal,6
mouse1_lib2.final_cell_0073,beta,4
mouse1_lib2.final_cell_0074,beta,4
mouse1_lib2.final_cell_0075,beta,4
mouse1_lib2.final_cell_0076,beta,4
mouse1_lib2.final_cell_0077,ductal,6
mouse1_lib2.final_cell_0078,endothelial,7
mouse1_lib2.final_cell_0079,macrophage,10
mouse1_lib2.final_cell_0080,beta,4
mouse1_lib2.final_cell_0081,ductal,6
mouse1_lib2.final_cell_0082,beta,4
mouse1_lib2.final_cell_0083,ductal,6
mouse1_lib2.final_cell_0084,beta,4
mouse1_lib2.final_cell_0085,beta,4
mouse1_lib2.final_cell_0086,delta,5
mouse1_lib2.final_cell_0087,beta,4
mouse1_lib2.final_cell_0088,macrophage,10
mouse1_lib2.final_cell_0089,beta,4
mouse1_lib2.final_cell_0090,beta,4
mouse1_lib2.final_cell_0091,beta,4
mouse1_lib2.final_cell_0092,beta,4
mouse1_lib2.final_cell_0093,quiescent_stellate,11
mouse1_lib2.final_cell_0094,beta,4
mouse1_lib2.final_cell_0095,endothelial,7
mouse1_lib2.final_cell_0096,beta,4
mouse1_lib2.final_cell_0097,beta,4
mouse1_lib2.final_cell_0098,beta,4
mouse1_lib2.final_cell_0099,macrophage,10
mouse1_lib2.final_cell_0100,ductal,6
mouse1_lib2.final_cell_0101,beta,4
mouse1_lib2.final_cell_0102,endothelial,7
mouse1_lib2.final_cell_0103,beta,4
mouse1_lib2.final_cell_0104,beta,4
mouse1_lib2.final_cell_0105,delta,5
mouse1_lib2.final_cell_0106,macrophage,10
mouse1_lib2.final_cell_0107,ductal,6
mouse1_lib2.final_cell_0108,beta,4
mouse1_lib2.final_cell_0109,beta,4
mouse1_lib2.final_cell_0110,ductal,6
mouse1_lib2.final_cell_0111,beta,4
mouse1_lib2.final_cell_0112,beta,4
mouse1_lib2.final_cell_0113,delta,5
mouse1_lib2.final_cell_0114,quiescent_stellate,11
mouse1_lib2.final_cell_0115,beta,4
mouse1_lib2.final_cell_0116,beta,4
mouse1_lib2.final_cell_0117,ductal,6
mouse1_lib2.final_cell_0118,beta,4
mouse1_lib2.final_cell_0119,endothelial,7
mouse1_lib2.final_cell_0120,beta,4
mouse1_lib2.final_cell_0121,delta,5
mouse1_lib2.final_cell_0122,beta,4
mouse1_lib2.final_cell_0123,delta,5
mouse1_lib2.final_cell_0124,endothelial,7
mouse1_lib2.final_cell_0125,beta,4
mouse1_lib2.final_cell_0126,beta,4
mouse1_lib2.final_cell_0127,ductal,6
mouse1_lib2.final_cell_0128,gamma,8
mouse1_lib2.final_cell_0129,gamma,8
mouse1_lib2.final_cell_0130,ductal,6
mouse1_lib2.final_cell_0131,beta,4
mouse1_lib2.final_cell_0132,endothelial,7
mouse1_lib2.final_cell_0133,beta,4
mouse1_lib2.final_cell_0134,beta,4
mouse1_lib2.final_cell_0135,delta,5
mouse1_lib2.final_cell_0136,ductal,6
mouse1_lib2.final_cell_0137,beta,4
mouse1_lib2.final_cell_0138,delta,5
mouse1_lib2.final_cell_0139,endothelial,7
mouse1_lib2.final_cell_0140,gamma,8
mouse1_lib2.final_cell_0141,ductal,6
mouse1_lib2.final_cell_0142,macrophage,10
mouse1_lib2.final_cell_0143,quiescent_stellate,11
mouse1_lib2.final_cell_0144,ductal,6
mouse1_lib2.final_cell_0145,beta,4
mouse1_lib2.final_cell_0146,beta,4
mouse1_lib2.final_cell_0147,beta,4
mouse1_lib2.final_cell_0148,beta,4
mouse1_lib2.final_cell_0149,beta,4
mouse1_lib2.final_cell_0150,delta,5
mouse1_lib2.final_cell_0151,ductal,6
mouse1_lib2.final_cell_0152,beta,4
mouse1_lib2.final_cell_0153,ductal,6
mouse1_lib2.final_cell_0154,delta,5
mouse1_lib2.final_cell_0155,delta,5
mouse1_lib2.final_cell_0156,beta,4
mouse1_lib2.final_cell_0157,beta,4
mouse1_lib2.final_cell_0158,endothelial,7
mouse1_lib2.final_cell_0159,beta,4
mouse1_lib2.final_cell_0160,delta,5
mouse1_lib2.final_cell_0161,beta,4
mouse1_lib2.final_cell_0162,delta,5
mouse1_lib2.final_cell_0163,beta,4
mouse1_lib2.final_cell_0164,alpha,3
mouse1_lib2.final_cell_0165,ductal,6
mouse1_lib2.final_cell_0166,beta,4
mouse1_lib2.final_cell_0167,quiescent_stellate,11
mouse1_lib2.final_cell_0168,ductal,6
mouse1_lib2.final_cell_0169,beta,4
mouse1_lib2.final_cell_0170,endothelial,7
mouse1_lib2.final_cell_0171,ductal,6
mouse1_lib2.final_cell_0172,beta,4
mouse1_lib2.final_cell_0173,beta,4
mouse1_lib2.final_cell_0174,beta,4
mouse1_lib2.final_cell_0175,beta,4
mouse1_lib2.final_cell_0176,beta,4
mouse1_lib2.final_cell_0177,beta,4
mouse1_lib2.final_cell_0178,beta,4
mouse1_lib2.final_cell_0179,endothelial,7
mouse1_lib2.final_cell_0180,beta,4
mouse1_lib2.final_cell_0181,ductal,6
mouse1_lib2.final_cell_0182,beta,4
mouse1_lib2.final_cell_0183,endothelial,7
mouse1_lib2.final_cell_0184,beta,4
mouse1_lib2.final_cell_0185,beta,4
mouse1_lib2.final_cell_0186,macrophage,10
mouse1_lib2.final_cell_0187,beta,4
mouse1_lib2.final_cell_0188,delta,5
mouse1_lib2.final_cell_0189,beta,4
mouse1_lib2.final_cell_0190,beta,4
mouse1_lib2.final_cell_0191,beta,4
mouse1_lib2.final_cell_0192,beta,4
mouse1_lib2.final_cell_0193,beta,4
mouse1_lib2.final_cell_0194,ductal,6
mouse1_lib2.final_cell_0195,beta,4
mouse1_lib2.final_cell_0196,beta,4
mouse1_lib2.final_cell_0197,beta,4
mouse1_lib2.final_cell_0198,gamma,8
mouse1_lib2.final_cell_0199,beta,4
mouse1_lib2.final_cell_0200,endothelial,7
mouse1_lib2.final_cell_0201,macrophage,10
mouse1_lib2.final_cell_0202,endothelial,7
mouse1_lib2.final_cell_0203,beta,4
mouse1_lib2.final_cell_0204,beta,4
mouse1_lib2.final_cell_0205,ductal,6
mouse1_lib2.final_cell_0206,endothelial,7
mouse1_lib2.final_cell_0207,beta,4
mouse1_lib2.final_cell_0208,beta,4
mouse1_lib2.final_cell_0209,beta,4
mouse1_lib2.final_cell_0210,delta,5
mouse1_lib2.final_cell_0211,beta,4
mouse1_lib2.final_cell_0212,quiescent_stellate,11
mouse1_lib2.final_cell_0213,delta,5
mouse1_lib2.final_cell_0214,beta,4
mouse1_lib2.final_cell_0215,beta,4
mouse1_lib2.final_cell_0216,beta,4
mouse1_lib2.final_cell_0217,quiescent_stellate,11
mouse1_lib2.final_cell_0218,delta,5
mouse1_lib2.final_cell_0219,ductal,6
mouse1_lib2.final_cell_0220,ductal,6
mouse1_lib2.final_cell_0221,beta,4
mouse1_lib2.final_cell_0222,beta,4
mouse1_lib2.final_cell_0223,endothelial,7
mouse1_lib2.final_cell_0224,beta,4
mouse1_lib2.final_cell_0225,beta,4
mouse1_lib2.final_cell_0226,delta,5
mouse1_lib2.final_cell_0227,quiescent_stellate,11
mouse1_lib2.final_cell_0228,gamma,8
mouse1_lib2.final_cell_0229,delta,5
mouse1_lib2.final_cell_0230,beta,4
mouse1_lib2.final_cell_0231,delta,5
mouse1_lib2.final_cell_0232,beta,4
mouse1_lib2.final_cell_0233,ductal,6
mouse1_lib2.final_cell_0234,ductal,6
mouse1_lib2.final_cell_0235,beta,4
mouse1_lib2.final_cell_0236,beta,4
mouse1_lib2.final_cell_0237,delta,5
mouse1_lib2.final_cell_0238,beta,4
mouse1_lib2.final_cell_0239,endothelial,7
mouse1_lib2.final_cell_0240,delta,5
mouse1_lib2.final_cell_0241,delta,5
mouse1_lib2.final_cell_0242,beta,4
mouse1_lib2.final_cell_0243,delta,5
mouse1_lib2.final_cell_0244,alpha,3
mouse1_lib2.final_cell_0245,quiescent_stellate,11
mouse1_lib2.final_cell_0246,beta,4
mouse1_lib2.final_cell_0247,gamma,8
mouse1_lib2.final_cell_0248,endothelial,7
mouse1_lib2.final_cell_0249,delta,5
mouse1_lib2.final_cell_0250,ductal,6
mouse1_lib2.final_cell_0251,ductal,6
mouse1_lib2.final_cell_0252,beta,4
mouse1_lib2.final_cell_0253,delta,5
mouse1_lib2.final_cell_0254,beta,4
mouse1_lib2.final_cell_0255,delta,5
mouse1_lib2.final_cell_0256,beta,4
mouse1_lib2.final_cell_0257,ductal,6
mouse1_lib2.final_cell_0258,endothelial,7
mouse1_lib2.final_cell_0259,endothelial,7
mouse1_lib2.final_cell_0260,ductal,6
mouse1_lib2.final_cell_0261,alpha,3
mouse1_lib2.final_cell_0262,delta,5
mouse1_lib2.final_cell_0263,delta,5
mouse1_lib2.final_cell_0264,beta,4
mouse1_lib2.final_cell_0265,beta,4
mouse1_lib2.final_cell_0266,endothelial,7
mouse1_lib2.final_cell_0267,beta,4
mouse1_lib2.final_cell_0268,beta,4
mouse1_lib2.final_cell_0269,activated_stellate,2
mouse1_lib2.final_cell_0270,delta,5
mouse1_lib2.final_cell_0271,ductal,6
mouse1_lib2.final_cell_0272,macrophage,10
mouse1_lib2.final_cell_0273,beta,4
mouse1_lib2.final_cell_0274,delta,5
mouse1_lib2.final_cell_0275,beta,4
mouse1_lib2.final_cell_0276,beta,4
mouse1_lib2.final_cell_0277,beta,4
mouse1_lib2.final_cell_0278,beta,4
mouse1_lib2.final_cell_0279,ductal,6
mouse1_lib2.final_cell_0280,ductal,6
mouse1_lib2.final_cell_0281,ductal,6
mouse1_lib2.final_cell_0282,ductal,6
mouse1_lib2.final_cell_0283,ductal,6
mouse1_lib2.final_cell_0284,ductal,6
mouse1_lib2.final_cell_0285,ductal,6
mouse1_lib2.final_cell_0286,ductal,6
mouse1_lib2.final_cell_0287,quiescent_stellate,11
mouse1_lib2.final_cell_0288,delta,5
mouse1_lib2.final_cell_0289,endothelial,7
mouse1_lib2.final_cell_0290,ductal,6
mouse1_lib2.final_cell_0291,endothelial,7
mouse1_lib3.final_cell_0001,beta,4
mouse1_lib3.final_cell_0002,beta,4
mouse1_lib3.final_cell_0003,ductal,6
mouse1_lib3.final_cell_0004,delta,5
mouse1_lib3.final_cell_0005,alpha,3
mouse1_lib3.final_cell_0006,endothelial,7
mouse1_lib3.final_cell_0007,beta,4
mouse1_lib3.final_cell_0008,ductal,6
mouse1_lib3.final_cell_0009,beta,4
mouse1_lib3.final_cell_0010,ductal,6
mouse1_lib3.final_cell_0011,ductal,6
mouse1_lib3.final_cell_0012,ductal,6
mouse1_lib3.final_cell_0013,ductal,6
mouse1_lib3.final_cell_0014,ductal,6
mouse1_lib3.final_cell_0015,ductal,6
mouse1_lib3.final_cell_0016,ductal,6
mouse1_lib3.final_cell_0017,ductal,6
mouse1_lib3.final_cell_0018,beta,4
mouse1_lib3.final_cell_0019,ductal,6
mouse1_lib3.final_cell_0020,gamma,8
mouse1_lib3.final_cell_0021,delta,5
mouse1_lib3.final_cell_0022,beta,4
mouse1_lib3.final_cell_0023,beta,4
mouse1_lib3.final_cell_0024,delta,5
mouse1_lib3.final_cell_0025,ductal,6
mouse1_lib3.final_cell_0026,delta,5
mouse1_lib3.final_cell_0027,quiescent_stellate,11
mouse1_lib3.final_cell_0028,ductal,6
mouse1_lib3.final_cell_0029,ductal,6
mouse1_lib3.final_cell_0030,endothelial,7
mouse1_lib3.final_cell_0031,ductal,6
mouse1_lib3.final_cell_0032,beta,4
mouse1_lib3.final_cell_0033,ductal,6
mouse1_lib3.final_cell_0034,ductal,6
mouse1_lib3.final_cell_0035,ductal,6
mouse1_lib3.final_cell_0036,ductal,6
mouse1_lib3.final_cell_0037,ductal,6
mouse1_lib3.final_cell_0038,delta,5
mouse1_lib3.final_cell_0039,beta,4
mouse1_lib3.final_cell_0040,beta,4
mouse1_lib3.final_cell_0041,ductal,6
mouse1_lib3.final_cell_0042,endothelial,7
mouse1_lib3.final_cell_0043,endothelial,7
mouse1_lib3.final_cell_0044,delta,5
